x0000,y0000,x0001,y0001
472.6,72.06, , ,
472.7,72.06, , ,
472.8,72.06, , ,
472.9,72.06, , ,
473,72.06, , ,
473.1,72.06, , ,
473.2,72.06, , ,
473.3,72.06, , ,
473.4,72.06, , ,
473.5,72.06, , ,
473.6,72.06, , ,
473.7,72.06, , ,
473.8,72.06, , ,
473.9,72.06, , ,
474,72.06, , ,
474.1,72.06, , ,
474.2,72.06, , ,
474.3,72.06, , ,
474.4,72.06, , ,
474.5,72.06, , ,
474.6,72.06, , ,
474.7,72.06, , ,
474.8,72.06, , ,
474.9,72.06, , ,
475,72.06, , ,
475.1,72.06, , ,
475.2,72.06, , ,
475.3,72.06, , ,
475.4,72.06, , ,
475.5,72.06, , ,
475.6,72.06, , ,
475.7,72.12, , ,
475.8,72.12, , ,
475.9,72.12, , ,
476,72.12, , ,
476.1,72.12, , ,
476.2,72.12, , ,
476.3,72.12, , ,
476.4,72.12, , ,
476.5,72.12, , ,
476.6,72.12, , ,
476.7,72.12, , ,
476.8,72.12, , ,
476.9,72.12, , ,
477,72.12, , ,
477.1,72.12, , ,
477.2,72.12, , ,
477.3,72.12, , ,
477.4,72.12, , ,
477.5,72.12, , ,
477.6,72.12, , ,
477.7,72.12, , ,
477.8,72.12, , ,
477.9,72.12, , ,
478,72.12, , ,
478.1,72.12, , ,
478.2,72.12, , ,
478.3,72.12, , ,
478.4,72.12, , ,
478.5,72.12, , ,
478.6,72.12, , ,
478.7,72.12, , ,
478.8,72.12, , ,
478.9,72.12, , ,
479,72.12, , ,
479.1,72.12, , ,
479.2,72.12, , ,
479.3,72.19, , ,
479.4,72.19, , ,
479.5,72.19, , ,
479.6,72.19, , ,
479.7,72.19, , ,
479.8,72.19, , ,
479.9,72.19, , ,
480,72.19, , ,
480.1,72.19, , ,
480.2,72.19, , ,
480.3,72.19, , ,
480.4,72.19, , ,
480.5,72.19, , ,
480.6,72.19, , ,
480.7,72.19, , ,
480.8,72.19, , ,
480.9,72.19, , ,
481,72.19, , ,
481.1,72.19, , ,
481.2,72.19, , ,
481.3,72.19, , ,
481.4,72.19, , ,
481.5,72.19, , ,
481.6,72.19, , ,
481.7,72.19, , ,
481.8,72.19, , ,
481.9,72.19, , ,
482,72.19, , ,
482.1,72.19, , ,
482.2,72.19, , ,
482.3,72.19, , ,
482.4,72.19, , ,
482.5,72.19, , ,
482.6,72.19, , ,
482.7,72.19, , ,
482.8,72.19, , ,
482.9,72.19, , ,
483,72.19, , ,
483.1,72.19, , ,
483.2,72.19, , ,
483.3,72.19, , ,
483.4,72.19, , ,
483.5,72.19, , ,
483.6,72.19, , ,
483.7,72.19, , ,
483.8,72.19, , ,
483.9,72.19, , ,
484,72.19, , ,
484.1,72.25, , ,
484.2,72.25, , ,
484.3,72.25, , ,
484.4,72.25, , ,
484.5,72.25, , ,
484.6,72.25, , ,
484.7,72.25, , ,
484.8,72.25, , ,
484.9,72.25, , ,
485,72.25, , ,
485.1,72.25, , ,
485.2,72.25, , ,
485.3,72.25, , ,
485.4,72.25, , ,
485.5,72.25, , ,
485.6,72.25, , ,
485.7,72.25, , ,
485.8,72.25, , ,
485.9,72.25, , ,
486,72.25, , ,
486.1,72.25, , ,
486.2,72.25, , ,
486.3,72.25, , ,
486.4,72.25, , ,
486.5,72.25, , ,
486.6,72.25, , ,
486.7,72.25, , ,
486.8,72.25, , ,
486.9,72.25, , ,
487,72.25, , ,
487.1,72.25, , ,
487.2,72.25, , ,
487.3,72.25, , ,
487.4,72.25, , ,
487.5,72.25, , ,
487.6,72.25, , ,
487.7,72.25, , ,
487.8,72.25, , ,
487.9,72.25, , ,
488,72.25, , ,
488.1,72.25, , ,
488.2,72.25, , ,
488.3,72.25, , ,
488.4,72.25, , ,
488.5,72.25, , ,
488.6,72.25, , ,
488.7,72.25, , ,
488.8,72.25, , ,
488.9,72.25, , ,
489,72.25, , ,
489.1,72.25, , ,
489.2,72.25, , ,
489.3,72.25, , ,
489.4,72.25, , ,
489.5,72.31, , ,
489.6,72.31, , ,
489.7,72.31, , ,
489.8,72.31, , ,
489.9,72.31, , ,
490,72.31, , ,
490.1,72.31, , ,
490.2,72.31, , ,
490.3,72.31, , ,
490.4,72.31, , ,
490.5,72.31, , ,
490.6,72.31, , ,
490.7,72.31, , ,
490.8,72.31, , ,
490.9,72.31, , ,
491,72.31, , ,
491.1,72.31, , ,
491.2,72.31, , ,
491.3,72.31, , ,
491.4,72.31, , ,
491.5,72.31, , ,
491.6,72.31, , ,
491.7,72.31, , ,
491.8,72.31, , ,
491.9,72.31, , ,
492,72.31, , ,
492.1,72.31, , ,
492.2,72.31, , ,
492.3,72.31, , ,
492.4,72.31, , ,
492.5,72.31, , ,
492.6,72.31, , ,
492.7,72.31, , ,
492.8,72.31, , ,
492.9,72.31, , ,
493,72.31, , ,
493.1,72.31, , ,
493.2,72.31, , ,
493.3,72.31, , ,
493.4,72.31, , ,
493.5,72.31, , ,
493.6,72.31, , ,
493.7,72.31, , ,
493.8,72.31, , ,
493.9,72.31, , ,
494,72.31, , ,
494.1,72.31, , ,
494.2,72.31, , ,
494.3,72.37, , ,
494.4,72.37, , ,
494.5,72.37, , ,
494.6,72.37, , ,
494.7,72.37, , ,
494.8,72.37, , ,
494.9,72.31, , ,
495,72.31, , ,
495.1,72.31, , ,
495.2,72.31, , ,
495.3,72.31, , ,
495.4,72.31, , ,
495.5,72.31, , ,
495.6,72.31, , ,
495.7,72.31, , ,
495.8,72.31, , ,
495.9,72.31, , ,
496,72.31, , ,
496.1,72.31, , ,
496.2,72.31, , ,
496.3,72.31, , ,
496.4,72.31, , ,
496.5,72.31, , ,
496.6,72.31, , ,
496.7,72.37, , ,
496.8,72.37, , ,
496.9,72.37, , ,
497,72.37, , ,
497.1,72.37, , ,
497.2,72.37, , ,
497.3,72.37, , ,
497.4,72.37, , ,
497.5,72.37, , ,
497.6,72.37, , ,
497.7,72.37, , ,
497.8,72.37, , ,
497.9,72.37, , ,
498,72.37, , ,
498.1,72.37, , ,
498.2,72.37, , ,
498.3,72.37, , ,
498.4,72.37, , ,
498.5,72.37, , ,
498.6,72.37, , ,
498.7,72.37, , ,
498.8,72.37, , ,
498.9,72.37, , ,
499,72.37, , ,
499.1,72.37, , ,
499.2,72.37, , ,
499.3,72.37, , ,
499.4,72.37, , ,
499.5,72.37, , ,
499.6,72.37, , ,
499.7,72.37, , ,
499.8,72.37, , ,
499.9,72.37, , ,
500,72.37, , ,
500.1,72.37, , ,
500.2,72.37, , ,
500.3,72.44, , ,
500.4,72.44, , ,
500.5,72.44, , ,
500.6,72.44, , ,
500.7,72.44, , ,
500.8,72.44, , ,
500.9,72.44, , ,
501,72.44, , ,
501.1,72.44, , ,
501.2,72.44, , ,
501.3,72.44, , ,
501.4,72.44, , ,
501.5,72.44, , ,
501.6,72.44, , ,
501.7,72.44, , ,
501.8,72.44, , ,
501.9,72.44, , ,
502,72.44, , ,
502.1,72.44, , ,
502.2,72.44, , ,
502.3,72.44, , ,
502.4,72.44, , ,
502.5,72.44, , ,
502.6,72.44, , ,
502.7,72.44, , ,
502.8,72.44, , ,
502.9,72.44, , ,
503,72.44, , ,
503.1,72.44, , ,
503.2,72.44, , ,
503.3,72.44, , ,
503.4,72.44, , ,
503.5,72.44, , ,
503.6,72.44, , ,
503.7,72.44, , ,
503.8,72.44, , ,
503.9,72.44, , ,
504,72.44, , ,
504.1,72.44, , ,
504.2,72.44, , ,
504.3,72.44, , ,
504.4,72.44, , ,
504.5,72.44, , ,
504.6,72.44, , ,
504.7,72.44, , ,
504.8,72.44, , ,
504.9,72.44, , ,
505,72.44, , ,
505.1,72.44, , ,
505.2,72.44, , ,
505.3,72.44, , ,
505.4,72.44, , ,
505.5,72.44, , ,
505.6,72.44, , ,
505.7,72.44, , ,
505.8,72.44, , ,
505.9,72.44, , ,
506,72.44, , ,
506.1,72.44, , ,
506.2,72.44, , ,
506.3,72.44, , ,
506.4,72.44, , ,
506.5,72.44, , ,
506.6,72.44, , ,
506.7,72.44, , ,
506.8,72.44, , ,
506.9,72.44, , ,
507,72.44, , ,
507.1,72.44, , ,
507.2,72.44, , ,
507.3,72.44, , ,
507.4,72.44, , ,
507.5,72.44, , ,
507.6,72.44, , ,
507.7,72.44, , ,
507.8,72.44, , ,
507.9,72.44, , ,
508,72.44, , ,
508.1,72.44, , ,
508.2,72.44, , ,
508.3,72.44, , ,
508.4,72.44, , ,
508.5,72.44, , ,
508.6,72.44, , ,
508.7,72.44, , ,
508.8,72.44, , ,
508.9,72.44, , ,
509,72.44, , ,
509.1,72.44, , ,
509.2,72.44, , ,
509.3,72.44, , ,
509.4,72.44, , ,
509.5,72.44, , ,
509.6,72.44, , ,
509.7,72.44, , ,
509.8,72.44, , ,
509.9,72.44, , ,
510,72.44, , ,
510.1,72.44, , ,
510.2,72.44, , ,
510.3,72.44, , ,
510.4,72.44, , ,
510.5,72.44, , ,
510.6,72.44, , ,
510.7,72.44, , ,
510.8,72.44, , ,
510.9,72.44, , ,
511,72.44, , ,
511.1,72.44, , ,
511.2,72.44, , ,
511.3,72.44, , ,
511.4,72.44, , ,
511.5,72.44, , ,
511.6,72.44, , ,
511.7,72.44, , ,
511.8,72.44, , ,
511.9,72.44, , ,
512,72.44, , ,
512.1,72.44, , ,
512.2,72.44, , ,
512.3,72.44, , ,
512.4,72.44, , ,
512.5,72.44, , ,
512.6,72.44, , ,
512.7,72.44, , ,
512.8,72.44, , ,
512.9,72.44, , ,
513,72.44, , ,
513.1,72.44, , ,
513.2,72.44, , ,
513.3,72.44, , ,
513.4,72.44, , ,
513.5,72.44, , ,
513.6,72.44, , ,
513.7,72.44, , ,
513.8,72.44, , ,
513.9,72.44, , ,
514,72.44, , ,
514.1,72.44, , ,
514.2,72.44, , ,
514.3,72.44, , ,
514.4,72.44, , ,
514.5,72.44, , ,
514.6,72.44, , ,
514.7,72.44, , ,
514.8,72.44, , ,
514.9,72.44, , ,
515,72.44, , ,
515.1,72.44, , ,
515.2,72.44, , ,
515.3,72.44, , ,
515.4,72.44, , ,
515.5,72.44, , ,
515.6,72.44, , ,
515.7,72.44, , ,
515.8,72.44, , ,
515.9,72.5, , ,
516,72.5, , ,
516.1,72.5, , ,
516.2,72.5, , ,
516.3,72.5, , ,
516.4,72.5, , ,
516.5,72.5, , ,
516.6,72.5, , ,
516.7,72.5, , ,
516.8,72.5, , ,
516.9,72.5, , ,
517,72.5, , ,
517.1,72.5, , ,
517.2,72.5, , ,
517.3,72.5, , ,
517.4,72.5, , ,
517.5,72.5, , ,
517.6,72.5, , ,
517.7,72.5, , ,
517.8,72.5, , ,
517.9,72.5, , ,
518,72.5, , ,
518.1,72.5, , ,
518.2,72.5, , ,
518.3,72.5, , ,
518.4,72.5, , ,
518.5,72.5, , ,
518.6,72.5, , ,
518.7,72.5, , ,
518.8,72.5, , ,
518.9,72.56, , ,
519,72.56, , ,
519.1,72.56, , ,
519.2,72.56, , ,
519.3,72.56, , ,
519.4,72.56, , ,
519.5,72.56, , ,
519.6,72.56, , ,
519.7,72.56, , ,
519.8,72.56, , ,
519.9,72.56, , ,
520,72.56, , ,
520.1,72.56, , ,
520.2,72.56, , ,
520.3,72.56, , ,
520.4,72.56, , ,
520.5,72.56, , ,
520.6,72.56, , ,
520.7,72.56, , ,
520.8,72.56, , ,
520.9,72.56, , ,
521,72.56, , ,
521.1,72.56, , ,
521.2,72.56, , ,
521.3,72.56, , ,
521.4,72.56, , ,
521.5,72.56, , ,
521.6,72.56, , ,
521.7,72.56, , ,
521.8,72.56, , ,
521.9,72.56, , ,
522,72.56, , ,
522.1,72.56, , ,
522.2,72.56, , ,
522.3,72.56, , ,
522.4,72.56, , ,
522.5,72.62, , ,
522.6,72.62, , ,
522.7,72.62, , ,
522.8,72.62, , ,
522.9,72.62, , ,
523,72.62, , ,
523.1,72.56, , ,
523.2,72.56, , ,
523.3,72.56, , ,
523.4,72.56, , ,
523.5,72.56, , ,
523.6,72.56, , ,
523.7,72.56, , ,
523.8,72.56, , ,
523.9,72.56, , ,
524,72.56, , ,
524.1,72.56, , ,
524.2,72.56, , ,
524.3,72.56, , ,
524.4,72.56, , ,
524.5,72.56, , ,
524.6,72.56, , ,
524.7,72.56, , ,
524.8,72.56, , ,
524.9,72.62, , ,
525,72.62, , ,
525.1,72.62, , ,
525.2,72.62, , ,
525.3,72.62, , ,
525.4,72.62, , ,
525.5,72.56, , ,
525.6,72.56, , ,
525.7,72.56, , ,
525.8,72.56, , ,
525.9,72.56, , ,
526,72.56, , ,
526.1,72.56, , ,
526.2,72.56, , ,
526.3,72.56, , ,
526.4,72.56, , ,
526.5,72.56, , ,
526.6,72.56, , ,
526.7,72.62, , ,
526.8,72.62, , ,
526.9,72.62, , ,
527,72.62, , ,
527.1,72.62, , ,
527.2,72.62, , ,
527.3,72.62, , ,
527.4,72.62, , ,
527.5,72.62, , ,
527.6,72.62, , ,
527.7,72.62, , ,
527.8,72.62, , ,
527.9,72.62, , ,
528,72.62, , ,
528.1,72.62, , ,
528.2,72.62, , ,
528.3,72.62, , ,
528.4,72.62, , ,
528.5,72.62, , ,
528.6,72.62, , ,
528.7,72.62, , ,
528.8,72.62, , ,
528.9,72.62, , ,
529,72.62, , ,
529.1,72.62, , ,
529.2,72.62, , ,
529.3,72.62, , ,
529.4,72.62, , ,
529.5,72.62, , ,
529.6,72.62, , ,
529.7,72.69, , ,
529.8,72.69, , ,
529.9,72.69, , ,
530,72.69, , ,
530.1,72.69, , ,
530.2,72.69, , ,
530.3,72.69, , ,
530.4,72.69, , ,
530.5,72.69, , ,
530.6,72.69, , ,
530.7,72.69, , ,
530.8,72.69, , ,
530.9,72.69, , ,
531,72.69, , ,
531.1,72.69, , ,
531.2,72.69, , ,
531.3,72.69, , ,
531.4,72.69, , ,
531.5,72.69, , ,
531.6,72.69, , ,
531.7,72.69, , ,
531.8,72.69, , ,
531.9,72.69, , ,
532,72.69, , ,
532.1,72.69, , ,
532.2,72.69, , ,
532.3,72.69, , ,
532.4,72.69, , ,
532.5,72.69, , ,
532.6,72.69, , ,
532.7,72.69, , ,
532.8,72.69, , ,
532.9,72.69, , ,
533,72.69, , ,
533.1,72.69, , ,
533.2,72.69, , ,
533.3,72.69, , ,
533.4,72.69, , ,
533.5,72.69, , ,
533.6,72.69, , ,
533.7,72.69, , ,
533.8,72.69, , ,
533.9,72.69, , ,
534,72.69, , ,
534.1,72.69, , ,
534.2,72.69, , ,
534.3,72.69, , ,
534.4,72.69, , ,
534.5,72.69, , ,
534.6,72.69, , ,
534.7,72.69, , ,
534.8,72.69, , ,
534.9,72.69, , ,
535,72.69, , ,
535.1,72.69, , ,
535.2,72.69, , ,
535.3,72.69, , ,
535.4,72.69, , ,
535.5,72.69, , ,
535.6,72.69, , ,
535.7,72.69, , ,
535.8,72.69, , ,
535.9,72.69, , ,
536,72.69, , ,
536.1,72.69, , ,
536.2,72.69, , ,
536.3,72.75, , ,
536.4,72.75, , ,
536.5,72.75, , ,
536.6,72.75, , ,
536.7,72.75, , ,
536.8,72.75, , ,
536.9,72.75, , ,
537,72.75, , ,
537.1,72.75, , ,
537.2,72.75, , ,
537.3,72.75, , ,
537.4,72.75, , ,
537.5,72.75, , ,
537.6,72.75, , ,
537.7,72.75, , ,
537.8,72.75, , ,
537.9,72.75, , ,
538,72.75, , ,
538.1,72.75, , ,
538.2,72.75, , ,
538.3,72.75, , ,
538.4,72.75, , ,
538.5,72.75, , ,
538.6,72.75, , ,
538.7,72.75, , ,
538.8,72.75, , ,
538.9,72.75, , ,
539,72.75, , ,
539.1,72.75, , ,
539.2,72.75, , ,
539.3,72.75, , ,
539.4,72.75, , ,
539.5,72.75, , ,
539.6,72.75, , ,
539.7,72.75, , ,
539.8,72.75, , ,
539.9,72.75, , ,
540,72.75, , ,
540.1,72.75, , ,
540.2,72.75, , ,
540.3,72.75, , ,
540.4,72.75, , ,
540.5,72.75, , ,
540.6,72.75, , ,
540.7,72.75, , ,
540.8,72.75, , ,
540.9,72.75, , ,
541,72.75, , ,
541.1,72.75, , ,
541.2,72.75, , ,
541.3,72.75, , ,
541.4,72.75, , ,
541.5,72.75, , ,
541.6,72.75, , ,
541.7,72.81, , ,
541.8,72.81, , ,
541.9,72.81, , ,
542,72.81, , ,
542.1,72.81, , ,
542.2,72.81, , ,
542.3,72.81, , ,
542.4,72.81, , ,
542.5,72.81, , ,
542.6,72.81, , ,
542.7,72.81, , ,
542.8,72.81, , ,
542.9,72.81, , ,
543,72.81, , ,
543.1,72.81, , ,
543.2,72.81, , ,
543.3,72.81, , ,
543.4,72.81, , ,
543.5,72.81, , ,
543.6,72.81, , ,
543.7,72.81, , ,
543.8,72.81, , ,
543.9,72.81, , ,
544,72.81, , ,
544.1,72.81, , ,
544.2,72.81, , ,
544.3,72.81, , ,
544.4,72.81, , ,
544.5,72.81, , ,
544.6,72.81, , ,
544.7,72.81, , ,
544.8,72.81, , ,
544.9,72.81, , ,
545,72.81, , ,
545.1,72.81, , ,
545.2,72.81, , ,
545.3,72.81, , ,
545.4,72.81, , ,
545.5,72.81, , ,
545.6,72.81, , ,
545.7,72.81, , ,
545.8,72.81, , ,
545.9,72.87, , ,
546,72.87, , ,
546.1,72.87, , ,
546.2,72.87, , ,
546.3,72.87, , ,
546.4,72.87, , ,
546.5,72.87, , ,
546.6,72.87, , ,
546.7,72.87, , ,
546.8,72.87, , ,
546.9,72.87, , ,
547,72.87, , ,
547.1,72.87, , ,
547.2,72.87, , ,
547.3,72.87, , ,
547.4,72.87, , ,
547.5,72.87, , ,
547.6,72.87, , ,
547.7,72.87, , ,
547.8,72.87, , ,
547.9,72.87, , ,
548,72.87, , ,
548.1,72.87, , ,
548.2,72.87, , ,
548.3,72.87, , ,
548.4,72.87, , ,
548.5,72.87, , ,
548.6,72.87, , ,
548.7,72.87, , ,
548.8,72.87, , ,
548.9,72.87, , ,
549,72.87, , ,
549.1,72.87, , ,
549.2,72.87, , ,
549.3,72.87, , ,
549.4,72.87, , ,
549.5,72.87, , ,
549.6,72.87, , ,
549.7,72.87, , ,
549.8,72.87, , ,
549.9,72.87, , ,
550,72.87, , ,
550.1,72.87, , ,
550.2,72.87, , ,
550.3,72.87, , ,
550.4,72.87, , ,
550.5,72.87, , ,
550.6,72.87, , ,
550.7,72.87, , ,
550.8,72.87, , ,
550.9,72.87, , ,
551,72.87, , ,
551.1,72.87, , ,
551.2,72.87, , ,
551.3,72.87, , ,
551.4,72.87, , ,
551.5,72.87, , ,
551.6,72.87, , ,
551.7,72.87, , ,
551.8,72.87, , ,
551.9,72.87, , ,
552,72.87, , ,
552.1,72.87, , ,
552.2,72.87, , ,
552.3,72.87, , ,
552.4,72.87, , ,
552.5,72.87, , ,
552.6,72.87, , ,
552.7,72.87, , ,
552.8,72.87, , ,
552.9,72.87, , ,
553,72.87, , ,
553.1,72.75, , ,
553.2,72.75, , ,
553.3,72.75, , ,
553.4,72.75, , ,
553.5,72.75, , ,
553.6,72.75, , ,
553.7,72.44, , ,
553.8,72.44, , ,
553.9,72.44, , ,
554,72.44, , ,
554.1,72.44, , ,
554.2,72.44, , ,
554.3,72.06, , ,
554.4,72.06, , ,
554.5,72.06, , ,
554.6,72.06, , ,
554.7,72.06, , ,
554.8,72.06, , ,
554.9,71.62, , ,
555,71.62, , ,
555.1,71.62, , ,
555.2,71.62, , ,
555.3,71.62, , ,
555.4,71.62, , ,
555.5,71.25, , ,
555.6,71.25, , ,
555.7,71.25, , ,
555.8,71.25, , ,
555.9,71.25, , ,
556,71.25, , ,
556.1,70.81, , ,
556.2,70.81, , ,
556.3,70.81, , ,
556.4,70.81, , ,
556.5,70.81, , ,
556.6,70.81, , ,
556.7,70.44, , ,
556.8,70.44, , ,
556.9,70.44, , ,
557,70.44, , ,
557.1,70.44, , ,
557.2,70.44, , ,
557.3,70.12, , ,
557.4,70.12, , ,
557.5,70.12, , ,
557.6,70.12, , ,
557.7,70.12, , ,
557.8,70.12, , ,
557.9,69.75, , ,
558,69.75, , ,
558.1,69.75, , ,
558.2,69.75, , ,
558.3,69.75, , ,
558.4,69.75, , ,
558.5,69.44, , ,
558.6,69.44, , ,
558.7,69.44, , ,
558.8,69.44, , ,
558.9,69.44, , ,
559,69.44, , ,
559.1,69.12, , ,
559.2,69.12, , ,
559.3,69.12, , ,
559.4,69.12, , ,
559.5,69.12, , ,
559.6,69.12, , ,
559.7,68.81, , ,
559.8,68.81, , ,
559.9,68.81, , ,
560,68.81, , ,
560.1,68.81, , ,
560.2,68.81, , ,
560.3,68.5, , ,
560.4,68.5, , ,
560.5,68.5, , ,
560.6,68.5, , ,
560.7,68.5, , ,
560.8,68.5, , ,
560.9,68.25, , ,
561,68.25, , ,
561.1,68.25, , ,
561.2,68.25, , ,
561.3,68.25, , ,
561.4,68.25, , ,
561.5,67.94, , ,
561.6,67.94, , ,
561.7,67.94, , ,
561.8,67.94, , ,
561.9,67.94, , ,
562,67.94, , ,
562.1,67.69, , ,
562.2,67.69, , ,
562.3,67.69, , ,
562.4,67.69, , ,
562.5,67.69, , ,
562.6,67.69, , ,
562.7,67.37, , ,
562.8,67.37, , ,
562.9,67.37, , ,
563,67.37, , ,
563.1,67.37, , ,
563.2,67.37, , ,
563.3,67.12, , ,
563.4,67.12, , ,
563.5,67.12, , ,
563.6,67.12, , ,
563.7,67.12, , ,
563.8,67.12, , ,
563.9,66.87, , ,
564,66.87, , ,
564.1,66.87, , ,
564.2,66.87, , ,
564.3,66.87, , ,
564.4,66.87, , ,
564.5,66.62, , ,
564.6,66.62, , ,
564.7,66.62, , ,
564.8,66.62, , ,
564.9,66.62, , ,
565,66.62, , ,
565.1,66.44, , ,
565.2,66.44, , ,
565.3,66.44, , ,
565.4,66.44, , ,
565.5,66.44, , ,
565.6,66.44, , ,
565.7,66.12, , ,
565.8,66.12, , ,
565.9,66.12, , ,
566,66.12, , ,
566.1,66.12, , ,
566.2,66.12, , ,
566.3,65.94, , ,
566.4,65.94, , ,
566.5,65.94, , ,
566.6,65.94, , ,
566.7,65.94, , ,
566.8,65.94, , ,
566.9,65.75, , ,
567,65.75, , ,
567.1,65.75, , ,
567.2,65.75, , ,
567.3,65.75, , ,
567.4,65.75, , ,
567.5,65.56, , ,
567.6,65.56, , ,
567.7,65.56, , ,
567.8,65.56, , ,
567.9,65.56, , ,
568,65.56, , ,
568.1,65.37, , ,
568.2,65.37, , ,
568.3,65.37, , ,
568.4,65.37, , ,
568.5,65.37, , ,
568.6,65.37, , ,
568.7,65.12, , ,
568.8,65.12, , ,
568.9,65.12, , ,
569,65.12, , ,
569.1,65.12, , ,
569.2,65.12, , ,
569.3,64.94, , ,
569.4,64.94, , ,
569.5,64.94, , ,
569.6,64.94, , ,
569.7,64.94, , ,
569.8,64.94, , ,
569.9,64.75, , ,
570,64.75, , ,
570.1,64.75, , ,
570.2,64.75, , ,
570.3,64.75, , ,
570.4,64.75, , ,
570.5,64.56, , ,
570.6,64.56, , ,
570.7,64.56, , ,
570.8,64.56, , ,
570.9,64.56, , ,
571,64.56, , ,
571.1,64.37, , ,
571.2,64.37, , ,
571.3,64.37, , ,
571.4,64.37, , ,
571.5,64.37, , ,
571.6,64.37, , ,
571.7,64.19, , ,
571.8,64.19, , ,
571.9,64.19, , ,
572,64.19, , ,
572.1,64.19, , ,
572.2,64.19, , ,
572.3,64, , ,
572.4,64, , ,
572.5,64, , ,
572.6,64, , ,
572.7,64, , ,
572.8,64, , ,
572.9,63.75, , ,
573,63.75, , ,
573.1,63.75, , ,
573.2,63.75, , ,
573.3,63.75, , ,
573.4,63.75, , ,
573.5,63.56, , ,
573.6,63.56, , ,
573.7,63.56, , ,
573.8,63.56, , ,
573.9,63.56, , ,
574,63.56, , ,
574.1,63.44, , ,
574.2,63.44, , ,
574.3,63.44, , ,
574.4,63.44, , ,
574.5,63.44, , ,
574.6,63.44, , ,
574.7,63.19, , ,
574.8,63.19, , ,
574.9,63.19, , ,
575,63.19, , ,
575.1,63.19, , ,
575.2,63.19, , ,
575.3,63, , ,
575.4,63, , ,
575.5,63, , ,
575.6,63, , ,
575.7,63, , ,
575.8,63, , ,
575.9,62.88, , ,
576,62.88, , ,
576.1,62.88, , ,
576.2,62.88, , ,
576.3,62.88, , ,
576.4,62.88, , ,
576.5,62.69, , ,
576.6,62.69, , ,
576.7,62.69, , ,
576.8,62.69, , ,
576.9,62.69, , ,
577,62.69, , ,
577.1,62.5, , ,
577.2,62.5, , ,
577.3,62.5, , ,
577.4,62.5, , ,
577.5,62.5, , ,
577.6,62.5, , ,
577.7,62.38, , ,
577.8,62.38, , ,
577.9,62.38, , ,
578,62.38, , ,
578.1,62.38, , ,
578.2,62.38, , ,
578.3,62.25, , ,
578.4,62.25, , ,
578.5,62.25, , ,
578.6,62.25, , ,
578.7,62.25, , ,
578.8,62.25, , ,
578.9,62.06, , ,
579,62.06, , ,
579.1,62.06, , ,
579.2,62.06, , ,
579.3,62.06, , ,
579.4,62.06, , ,
579.5,61.94, , ,
579.6,61.94, , ,
579.7,61.94, , ,
579.8,61.94, , ,
579.9,61.94, , ,
580,61.94, , ,
580.1,61.75, , ,
580.2,61.75, , ,
580.3,61.75, , ,
580.4,61.75, , ,
580.5,61.75, , ,
580.6,61.75, , ,
580.7,61.63, , ,
580.8,61.63, , ,
580.9,61.63, , ,
581,61.63, , ,
581.1,61.63, , ,
581.2,61.63, , ,
581.3,61.44, , ,
581.4,61.44, , ,
581.5,61.44, , ,
581.6,61.44, , ,
581.7,61.44, , ,
581.8,61.44, , ,
581.9,61.31, , ,
582,61.31, , ,
582.1,61.31, , ,
582.2,61.31, , ,
582.3,61.31, , ,
582.4,61.31, , ,
582.5,61.19, , ,
582.6,61.19, , ,
582.7,61.19, , ,
582.8,61.19, , ,
582.9,61.19, , ,
583,61.19, , ,
583.1,61.06, , ,
583.2,61.06, , ,
583.3,61.06, , ,
583.4,61.06, , ,
583.5,61.06, , ,
583.6,61.06, , ,
583.7,60.56, , ,
583.8,60.56, , ,
583.9,60.56, , ,
584,60.56, , ,
584.1,60.56, , ,
584.2,60.56, , ,
584.3,59.44, , ,
584.4,59.44, , ,
584.5,59.44, , ,
584.6,59.44, , ,
584.7,59.44, , ,
584.8,59.44, , ,
584.9,58.81, , ,
585,58.81, , ,
585.1,58.81, , ,
585.2,58.81, , ,
585.3,58.81, , ,
585.4,58.81, , ,
585.5,58.75, , ,
585.6,58.75, , ,
585.7,58.75, , ,
585.8,58.75, , ,
585.9,58.75, , ,
586,58.75, , ,
586.1,58.63, , ,
586.2,58.63, , ,
586.3,58.63, , ,
586.4,58.63, , ,
586.5,58.63, , ,
586.6,58.63, , ,
586.7,58.56, , ,
586.8,58.56, , ,
586.9,58.56, , ,
587,58.56, , ,
587.1,58.56, , ,
587.2,58.56, , ,
587.3,58.56, , ,
587.4,58.56, , ,
587.5,58.56, , ,
587.6,58.56, , ,
587.7,58.56, , ,
587.8,58.56, , ,
587.9,58.56, , ,
588,58.56, , ,
588.1,58.56, , ,
588.2,58.56, , ,
588.3,58.56, , ,
588.4,58.56, , ,
588.5,58.56, , ,
588.6,58.56, , ,
588.7,58.56, , ,
588.8,58.56, , ,
588.9,58.56, , ,
589,58.56, , ,
589.1,58.56, , ,
589.2,58.56, , ,
589.3,58.56, , ,
589.4,58.56, , ,
589.5,58.56, , ,
589.6,58.56, , ,
589.7,58.5, , ,
589.8,58.5, , ,
589.9,58.5, , ,
590,58.5, , ,
590.1,58.5, , ,
590.2,58.5, , ,
590.3,58.44, , ,
590.4,58.44, , ,
590.5,58.44, , ,
590.6,58.44, , ,
590.7,58.44, , ,
590.8,58.44, , ,
590.9,58.44, , ,
591,58.44, , ,
591.1,58.44, , ,
591.2,58.44, , ,
