x0000,y0000,x0001,y0001
232,67.69, , ,
232.1,67.69, , ,
232.2,67.69, , ,
232.3,67.69, , ,
232.4,67.69, , ,
232.5,67.69, , ,
232.6,67.69, , ,
232.7,67.75, , ,
232.8,67.75, , ,
232.9,67.75, , ,
233,67.75, , ,
233.1,67.75, , ,
233.2,67.75, , ,
233.3,67.75, , ,
233.4,67.75, , ,
233.5,67.75, , ,
233.6,67.75, , ,
233.7,67.75, , ,
233.8,67.75, , ,
233.9,67.81, , ,
234,67.81, , ,
234.1,67.81, , ,
234.2,67.81, , ,
234.3,67.81, , ,
234.4,67.81, , ,
234.5,67.81, , ,
234.6,67.81, , ,
234.7,67.81, , ,
234.8,67.81, , ,
234.9,67.81, , ,
235,67.81, , ,
235.1,67.81, , ,
235.2,67.81, , ,
235.3,67.81, , ,
235.4,67.81, , ,
235.5,67.81, , ,
235.6,67.81, , ,
235.7,67.81, , ,
235.8,67.81, , ,
235.9,67.81, , ,
236,67.81, , ,
236.1,67.81, , ,
236.2,67.81, , ,
236.3,67.87, , ,
236.4,67.87, , ,
236.5,67.87, , ,
236.6,67.87, , ,
236.7,67.87, , ,
236.8,67.87, , ,
236.9,67.87, , ,
237,67.87, , ,
237.1,67.87, , ,
237.2,67.87, , ,
237.3,67.87, , ,
237.4,67.87, , ,
237.5,67.94, , ,
237.6,67.94, , ,
237.7,67.94, , ,
237.8,67.94, , ,
237.9,67.94, , ,
238,67.94, , ,
238.1,67.94, , ,
238.2,67.94, , ,
238.3,67.94, , ,
238.4,67.94, , ,
238.5,67.94, , ,
238.6,67.94, , ,
238.7,67.94, , ,
238.8,67.94, , ,
238.9,67.94, , ,
239,67.94, , ,
239.1,67.94, , ,
239.2,67.94, , ,
239.3,68, , ,
239.4,68, , ,
239.5,68, , ,
239.6,68, , ,
239.7,68, , ,
239.8,68, , ,
239.9,68, , ,
240,68, , ,
240.1,68, , ,
240.2,68, , ,
240.3,68, , ,
240.4,68, , ,
240.5,68.06, , ,
240.6,68.06, , ,
240.7,68.06, , ,
240.8,68.06, , ,
240.9,68.06, , ,
241,68.06, , ,
241.1,68.06, , ,
241.2,68.06, , ,
241.3,68.06, , ,
241.4,68.06, , ,
241.5,68.06, , ,
241.6,68.06, , ,
241.7,68.06, , ,
241.8,68.06, , ,
241.9,68.06, , ,
242,68.06, , ,
242.1,68.06, , ,
242.2,68.06, , ,
242.3,68.06, , ,
242.4,68.06, , ,
242.5,68.06, , ,
242.6,68.06, , ,
242.7,68.06, , ,
242.8,68.06, , ,
242.9,68.12, , ,
243,68.12, , ,
243.1,68.12, , ,
243.2,68.12, , ,
243.3,68.12, , ,
243.4,68.12, , ,
243.5,68.12, , ,
243.6,68.12, , ,
243.7,68.12, , ,
243.8,68.12, , ,
243.9,68.12, , ,
244,68.12, , ,
244.1,68.19, , ,
244.2,68.19, , ,
244.3,68.19, , ,
244.4,68.19, , ,
244.5,68.19, , ,
244.6,68.19, , ,
244.7,68.19, , ,
244.8,68.19, , ,
244.9,68.19, , ,
245,68.19, , ,
245.1,68.19, , ,
245.2,68.19, , ,
245.3,68.19, , ,
245.4,68.19, , ,
245.5,68.19, , ,
245.6,68.19, , ,
245.7,68.19, , ,
245.8,68.19, , ,
245.9,68.25, , ,
246,68.25, , ,
246.1,68.25, , ,
246.2,68.25, , ,
246.3,68.25, , ,
246.4,68.25, , ,
246.5,68.25, , ,
246.6,68.25, , ,
246.7,68.25, , ,
246.8,68.25, , ,
246.9,68.25, , ,
247,68.25, , ,
247.1,68.31, , ,
247.2,68.31, , ,
247.3,68.31, , ,
247.4,68.31, , ,
247.5,68.31, , ,
247.6,68.31, , ,
247.7,68.31, , ,
247.8,68.31, , ,
247.9,68.31, , ,
248,68.31, , ,
248.1,68.31, , ,
248.2,68.31, , ,
248.3,68.31, , ,
248.4,68.31, , ,
248.5,68.31, , ,
248.6,68.31, , ,
248.7,68.31, , ,
248.8,68.31, , ,
248.9,68.37, , ,
249,68.37, , ,
249.1,68.37, , ,
249.2,68.37, , ,
249.3,68.37, , ,
249.4,68.37, , ,
249.5,68.37, , ,
249.6,68.37, , ,
249.7,68.37, , ,
249.8,68.37, , ,
249.9,68.37, , ,
250,68.37, , ,
250.1,68.37, , ,
250.2,68.37, , ,
250.3,68.37, , ,
250.4,68.37, , ,
250.5,68.37, , ,
250.6,68.37, , ,
250.7,68.44, , ,
250.8,68.44, , ,
250.9,68.44, , ,
251,68.44, , ,
251.1,68.44, , ,
251.2,68.44, , ,
251.3,68.44, , ,
251.4,68.44, , ,
251.5,68.44, , ,
251.6,68.44, , ,
251.7,68.44, , ,
251.8,68.44, , ,
251.9,68.5, , ,
252,68.5, , ,
252.1,68.5, , ,
252.2,68.5, , ,
252.3,68.5, , ,
252.4,68.5, , ,
252.5,68.5, , ,
252.6,68.5, , ,
252.7,68.5, , ,
252.8,68.5, , ,
252.9,68.5, , ,
253,68.5, , ,
253.1,68.5, , ,
253.2,68.5, , ,
253.3,68.5, , ,
253.4,68.5, , ,
253.5,68.5, , ,
253.6,68.5, , ,
253.7,68.56, , ,
253.8,68.56, , ,
253.9,68.56, , ,
254,68.56, , ,
254.1,68.56, , ,
254.2,68.56, , ,
254.3,68.56, , ,
254.4,68.56, , ,
254.5,68.56, , ,
254.6,68.56, , ,
254.7,68.56, , ,
254.8,68.56, , ,
254.9,68.56, , ,
255,68.56, , ,
255.1,68.56, , ,
255.2,68.56, , ,
255.3,68.56, , ,
255.4,68.56, , ,
255.5,68.62, , ,
255.6,68.62, , ,
255.7,68.62, , ,
255.8,68.62, , ,
255.9,68.62, , ,
256,68.62, , ,
256.1,68.62, , ,
256.2,68.62, , ,
256.3,68.62, , ,
256.4,68.62, , ,
256.5,68.62, , ,
256.6,68.62, , ,
256.7,68.62, , ,
256.8,68.62, , ,
256.9,68.62, , ,
257,68.62, , ,
257.1,68.62, , ,
257.2,68.62, , ,
257.3,68.62, , ,
257.4,68.62, , ,
257.5,68.62, , ,
257.6,68.62, , ,
257.7,68.62, , ,
257.8,68.62, , ,
257.9,68.69, , ,
258,68.69, , ,
258.1,68.69, , ,
258.2,68.69, , ,
258.3,68.69, , ,
258.4,68.69, , ,
258.5,68.69, , ,
258.6,68.69, , ,
258.7,68.69, , ,
258.8,68.69, , ,
258.9,68.69, , ,
259,68.69, , ,
259.1,68.69, , ,
259.2,68.69, , ,
259.3,68.69, , ,
259.4,68.69, , ,
259.5,68.69, , ,
259.6,68.69, , ,
259.7,68.69, , ,
259.8,68.69, , ,
259.9,68.69, , ,
260,68.69, , ,
260.1,68.69, , ,
260.2,68.69, , ,
260.3,68.75, , ,
260.4,68.75, , ,
260.5,68.75, , ,
260.6,68.75, , ,
260.7,68.75, , ,
260.8,68.75, , ,
260.9,68.75, , ,
261,68.75, , ,
261.1,68.75, , ,
261.2,68.75, , ,
261.3,68.75, , ,
261.4,68.75, , ,
261.5,68.75, , ,
261.6,68.75, , ,
261.7,68.75, , ,
261.8,68.75, , ,
261.9,68.75, , ,
262,68.75, , ,
262.1,68.81, , ,
262.2,68.81, , ,
262.3,68.81, , ,
262.4,68.81, , ,
262.5,68.81, , ,
262.6,68.81, , ,
262.7,68.81, , ,
262.8,68.81, , ,
262.9,68.81, , ,
263,68.81, , ,
263.1,68.81, , ,
263.2,68.81, , ,
263.3,68.81, , ,
263.4,68.81, , ,
263.5,68.81, , ,
263.6,68.81, , ,
263.7,68.81, , ,
263.8,68.81, , ,
263.9,68.81, , ,
264,68.81, , ,
264.1,68.81, , ,
264.2,68.81, , ,
264.3,68.81, , ,
264.4,68.81, , ,
264.5,68.81, , ,
264.6,68.81, , ,
264.7,68.81, , ,
264.8,68.81, , ,
264.9,68.81, , ,
265,68.81, , ,
265.1,68.87, , ,
265.2,68.87, , ,
265.3,68.87, , ,
265.4,68.87, , ,
265.5,68.87, , ,
265.6,68.87, , ,
265.7,68.87, , ,
265.8,68.87, , ,
265.9,68.87, , ,
266,68.87, , ,
266.1,68.87, , ,
266.2,68.87, , ,
266.3,68.94, , ,
266.4,68.94, , ,
266.5,68.94, , ,
266.6,68.94, , ,
266.7,68.94, , ,
266.8,68.94, , ,
266.9,68.94, , ,
267,68.94, , ,
267.1,68.94, , ,
267.2,68.94, , ,
267.3,68.94, , ,
267.4,68.94, , ,
267.5,68.94, , ,
267.6,68.94, , ,
267.7,68.94, , ,
267.8,68.94, , ,
267.9,68.94, , ,
268,68.94, , ,
268.1,68.94, , ,
268.2,68.94, , ,
268.3,68.94, , ,
268.4,68.94, , ,
268.5,68.94, , ,
268.6,68.94, , ,
268.7,68.94, , ,
268.8,68.94, , ,
268.9,68.94, , ,
269,68.94, , ,
269.1,68.94, , ,
269.2,68.94, , ,
269.3,69, , ,
269.4,69, , ,
269.5,69, , ,
269.6,69, , ,
269.7,69, , ,
269.8,69, , ,
269.9,69, , ,
270,69, , ,
270.1,69, , ,
270.2,69, , ,
270.3,69, , ,
270.4,69, , ,
270.5,69, , ,
270.6,69, , ,
270.7,69, , ,
270.8,69, , ,
270.9,69, , ,
271,69, , ,
271.1,69, , ,
271.2,69, , ,
271.3,69, , ,
271.4,69, , ,
271.5,69, , ,
271.6,69, , ,
271.7,69, , ,
271.8,69, , ,
271.9,69, , ,
272,69, , ,
272.1,69, , ,
272.2,69, , ,
272.3,69, , ,
272.4,69, , ,
272.5,69, , ,
272.6,69, , ,
272.7,69, , ,
272.8,69, , ,
272.9,69, , ,
273,69, , ,
273.1,69, , ,
273.2,69, , ,
273.3,69, , ,
273.4,69, , ,
273.5,69.06, , ,
273.6,69.06, , ,
273.7,69.06, , ,
273.8,69.06, , ,
273.9,69.06, , ,
274,69.06, , ,
274.1,69.06, , ,
274.2,69.06, , ,
274.3,69.06, , ,
274.4,69.06, , ,
274.5,69.06, , ,
274.6,69.06, , ,
274.7,69.06, , ,
274.8,69.06, , ,
274.9,69.06, , ,
275,69.06, , ,
275.1,69.06, , ,
275.2,69.06, , ,
275.3,69.06, , ,
275.4,69.06, , ,
275.5,69.06, , ,
275.6,69.06, , ,
275.7,69.06, , ,
275.8,69.06, , ,
275.9,69.12, , ,
276,69.12, , ,
276.1,69.12, , ,
276.2,69.12, , ,
276.3,69.12, , ,
276.4,69.12, , ,
276.5,69.12, , ,
276.6,69.12, , ,
276.7,69.12, , ,
276.8,69.12, , ,
276.9,69.12, , ,
277,69.12, , ,
277.1,69.19, , ,
277.2,69.19, , ,
277.3,69.19, , ,
277.4,69.19, , ,
277.5,69.19, , ,
277.6,69.19, , ,
277.7,69.19, , ,
277.8,69.19, , ,
277.9,69.19, , ,
278,69.19, , ,
278.1,69.19, , ,
278.2,69.19, , ,
278.3,69.19, , ,
278.4,69.19, , ,
278.5,69.19, , ,
278.6,69.19, , ,
278.7,69.19, , ,
278.8,69.19, , ,
278.9,69.25, , ,
279,69.25, , ,
279.1,69.25, , ,
279.2,69.25, , ,
279.3,69.25, , ,
279.4,69.25, , ,
279.5,69.25, , ,
279.6,69.25, , ,
279.7,69.25, , ,
279.8,69.25, , ,
279.9,69.25, , ,
280,69.25, , ,
280.1,69.31, , ,
280.2,69.31, , ,
280.3,69.31, , ,
280.4,69.31, , ,
280.5,69.31, , ,
280.6,69.31, , ,
280.7,69.31, , ,
280.8,69.31, , ,
280.9,69.31, , ,
281,69.31, , ,
281.1,69.31, , ,
281.2,69.31, , ,
281.3,69.25, , ,
281.4,69.25, , ,
281.5,69.25, , ,
281.6,69.25, , ,
281.7,69.25, , ,
281.8,69.25, , ,
281.9,69.31, , ,
282,69.31, , ,
282.1,69.31, , ,
282.2,69.31, , ,
282.3,69.31, , ,
282.4,69.31, , ,
282.5,69.31, , ,
282.6,69.31, , ,
282.7,69.31, , ,
282.8,69.31, , ,
282.9,69.31, , ,
283,69.31, , ,
283.1,69.31, , ,
283.2,69.31, , ,
283.3,69.31, , ,
283.4,69.31, , ,
283.5,69.31, , ,
283.6,69.31, , ,
283.7,69.31, , ,
283.8,69.31, , ,
283.9,69.31, , ,
284,69.31, , ,
284.1,69.31, , ,
284.2,69.31, , ,
284.3,69.37, , ,
284.4,69.37, , ,
284.5,69.37, , ,
284.6,69.37, , ,
284.7,69.37, , ,
284.8,69.37, , ,
284.9,69.37, , ,
285,69.37, , ,
285.1,69.37, , ,
285.2,69.37, , ,
285.3,69.37, , ,
285.4,69.37, , ,
285.5,69.37, , ,
285.6,69.37, , ,
285.7,69.37, , ,
285.8,69.37, , ,
285.9,69.37, , ,
286,69.37, , ,
286.1,69.37, , ,
286.2,69.37, , ,
286.3,69.37, , ,
286.4,69.37, , ,
286.5,69.37, , ,
286.6,69.37, , ,
286.7,69.37, , ,
286.8,69.37, , ,
286.9,69.37, , ,
287,69.37, , ,
287.1,69.37, , ,
287.2,69.37, , ,
287.3,69.44, , ,
287.4,69.44, , ,
287.5,69.44, , ,
287.6,69.44, , ,
287.7,69.44, , ,
287.8,69.44, , ,
287.9,69.44, , ,
288,69.44, , ,
288.1,69.44, , ,
288.2,69.44, , ,
288.3,69.44, , ,
288.4,69.44, , ,
288.5,69.44, , ,
288.6,69.44, , ,
288.7,69.44, , ,
288.8,69.44, , ,
288.9,69.44, , ,
289,69.44, , ,
289.1,69.44, , ,
289.2,69.44, , ,
289.3,69.44, , ,
289.4,69.44, , ,
289.5,69.44, , ,
289.6,69.44, , ,
289.7,69.5, , ,
289.8,69.5, , ,
289.9,69.5, , ,
290,69.5, , ,
290.1,69.5, , ,
290.2,69.5, , ,
290.3,69.5, , ,
290.4,69.5, , ,
290.5,69.5, , ,
290.6,69.5, , ,
290.7,69.5, , ,
290.8,69.5, , ,
290.9,69.44, , ,
291,69.44, , ,
291.1,69.44, , ,
291.2,69.44, , ,
291.3,69.44, , ,
291.4,69.44, , ,
291.5,69.5, , ,
291.6,69.5, , ,
291.7,69.5, , ,
291.8,69.5, , ,
291.9,69.5, , ,
292,69.5, , ,
292.1,69.5, , ,
292.2,69.5, , ,
292.3,69.5, , ,
292.4,69.5, , ,
292.5,69.5, , ,
292.6,69.5, , ,
292.7,69.5, , ,
292.8,69.5, , ,
292.9,69.5, , ,
293,69.5, , ,
293.1,69.5, , ,
293.2,69.5, , ,
293.3,69.56, , ,
293.4,69.56, , ,
293.5,69.56, , ,
293.6,69.56, , ,
293.7,69.56, , ,
293.8,69.56, , ,
293.9,69.5, , ,
294,69.5, , ,
294.1,69.5, , ,
294.2,69.5, , ,
294.3,69.5, , ,
294.4,69.5, , ,
294.5,69.56, , ,
294.6,69.56, , ,
294.7,69.56, , ,
294.8,69.56, , ,
294.9,69.56, , ,
295,69.56, , ,
295.1,69.56, , ,
295.2,69.56, , ,
295.3,69.56, , ,
295.4,69.56, , ,
295.5,69.56, , ,
295.6,69.56, , ,
295.7,69.62, , ,
295.8,69.62, , ,
295.9,69.62, , ,
296,69.62, , ,
296.1,69.62, , ,
296.2,69.62, , ,
296.3,69.62, , ,
296.4,69.62, , ,
296.5,69.62, , ,
296.6,69.62, , ,
296.7,69.62, , ,
296.8,69.62, , ,
296.9,69.62, , ,
297,69.62, , ,
297.1,69.62, , ,
297.2,69.62, , ,
297.3,69.62, , ,
297.4,69.62, , ,
297.5,69.69, , ,
297.6,69.69, , ,
297.7,69.69, , ,
297.8,69.69, , ,
297.9,69.69, , ,
298,69.69, , ,
298.1,69.69, , ,
298.2,69.69, , ,
298.3,69.69, , ,
298.4,69.69, , ,
298.5,69.69, , ,
298.6,69.69, , ,
298.7,69.75, , ,
298.8,69.75, , ,
298.9,69.75, , ,
299,69.75, , ,
299.1,69.75, , ,
299.2,69.75, , ,
299.3,69.75, , ,
299.4,69.75, , ,
299.5,69.75, , ,
299.6,69.75, , ,
299.7,69.75, , ,
299.8,69.75, , ,
299.9,69.75, , ,
300,69.75, , ,
300.1,69.75, , ,
300.2,69.75, , ,
300.3,69.75, , ,
300.4,69.75, , ,
300.5,69.81, , ,
300.6,69.81, , ,
300.7,69.81, , ,
300.8,69.81, , ,
300.9,69.81, , ,
301,69.81, , ,
301.1,69.81, , ,
301.2,69.81, , ,
301.3,69.81, , ,
301.4,69.81, , ,
301.5,69.81, , ,
301.6,69.81, , ,
301.7,69.81, , ,
301.8,69.81, , ,
301.9,69.81, , ,
302,69.81, , ,
302.1,69.81, , ,
302.2,69.81, , ,
302.3,69.81, , ,
302.4,69.81, , ,
302.5,69.81, , ,
302.6,69.81, , ,
302.7,69.81, , ,
302.8,69.81, , ,
302.9,69.81, , ,
303,69.81, , ,
303.1,69.81, , ,
303.2,69.81, , ,
303.3,69.81, , ,
303.4,69.81, , ,
303.5,69.87, , ,
303.6,69.87, , ,
303.7,69.87, , ,
303.8,69.87, , ,
303.9,69.87, , ,
304,69.87, , ,
304.1,69.87, , ,
304.2,69.87, , ,
304.3,69.87, , ,
304.4,69.87, , ,
304.5,69.87, , ,
304.6,69.87, , ,
304.7,69.87, , ,
304.8,69.87, , ,
304.9,69.87, , ,
305,69.87, , ,
305.1,69.87, , ,
305.2,69.87, , ,
305.3,69.94, , ,
305.4,69.94, , ,
305.5,69.94, , ,
305.6,69.94, , ,
305.7,69.94, , ,
305.8,69.94, , ,
305.9,69.94, , ,
306,69.94, , ,
306.1,69.94, , ,
306.2,69.94, , ,
306.3,69.94, , ,
306.4,69.94, , ,
306.5,69.94, , ,
306.6,69.94, , ,
306.7,69.94, , ,
306.8,69.94, , ,
306.9,69.94, , ,
307,69.94, , ,
307.1,69.94, , ,
307.2,69.94, , ,
307.3,69.94, , ,
307.4,69.94, , ,
307.5,69.94, , ,
307.6,69.94, , ,
307.7,69.94, , ,
307.8,69.94, , ,
307.9,69.94, , ,
308,69.94, , ,
308.1,69.94, , ,
308.2,69.94, , ,
308.3,70, , ,
308.4,70, , ,
308.5,70, , ,
308.6,70, , ,
308.7,70, , ,
308.8,70, , ,
308.9,70, , ,
309,70, , ,
309.1,70, , ,
309.2,70, , ,
309.3,70, , ,
309.4,70, , ,
309.5,70, , ,
309.6,70, , ,
309.7,70, , ,
309.8,70, , ,
309.9,70, , ,
310,70, , ,
310.1,70, , ,
310.2,70, , ,
310.3,70, , ,
310.4,70, , ,
310.5,70, , ,
310.6,70, , ,
310.7,70.06, , ,
310.8,70.06, , ,
310.9,70.06, , ,
311,70.06, , ,
311.1,70.06, , ,
311.2,70.06, , ,
311.3,70.06, , ,
311.4,70.06, , ,
311.5,70.06, , ,
311.6,70.06, , ,
311.7,70.06, , ,
311.8,70.06, , ,
311.9,70.06, , ,
312,70.06, , ,
312.1,70.06, , ,
312.2,70.06, , ,
312.3,70.06, , ,
312.4,70.06, , ,
312.5,70.06, , ,
312.6,70.06, , ,
312.7,70.06, , ,
312.8,70.06, , ,
312.9,70.06, , ,
313,70.06, , ,
313.1,70.06, , ,
313.2,70.06, , ,
313.3,70.06, , ,
313.4,70.06, , ,
313.5,70.06, , ,
313.6,70.06, , ,
313.7,70.12, , ,
313.8,70.12, , ,
313.9,70.12, , ,
314,70.12, , ,
314.1,70.12, , ,
314.2,70.12, , ,
314.3,70.12, , ,
314.4,70.12, , ,
314.5,70.12, , ,
314.6,70.12, , ,
314.7,70.12, , ,
314.8,70.12, , ,
314.9,70.12, , ,
315,70.12, , ,
315.1,70.12, , ,
315.2,70.12, , ,
315.3,70.12, , ,
315.4,70.12, , ,
315.5,70.12, , ,
315.6,70.12, , ,
315.7,70.12, , ,
315.8,70.12, , ,
315.9,70.12, , ,
316,70.12, , ,
316.1,70.12, , ,
316.2,70.12, , ,
316.3,70.12, , ,
316.4,70.12, , ,
316.5,70.12, , ,
316.6,70.12, , ,
316.7,70.12, , ,
316.8,70.12, , ,
316.9,70.12, , ,
317,70.12, , ,
317.1,70.12, , ,
317.2,70.12, , ,
317.3,70.12, , ,
317.4,70.12, , ,
317.5,70.12, , ,
317.6,70.12, , ,
317.7,70.12, , ,
317.8,70.12, , ,
317.9,70.12, , ,
318,70.12, , ,
318.1,70.12, , ,
318.2,70.12, , ,
318.3,70.12, , ,
318.4,70.12, , ,
318.5,70.12, , ,
318.6,70.12, , ,
318.7,70.12, , ,
318.8,70.12, , ,
318.9,70.12, , ,
319,70.12, , ,
319.1,70.12, , ,
319.2,70.12, , ,
319.3,70.12, , ,
319.4,70.12, , ,
319.5,70.12, , ,
319.6,70.12, , ,
319.7,70.12, , ,
319.8,70.12, , ,
319.9,70.12, , ,
320,70.12, , ,
320.1,70.12, , ,
320.2,70.12, , ,
320.3,70.19, , ,
320.4,70.19, , ,
320.5,70.19, , ,
320.6,70.19, , ,
320.7,70.19, , ,
320.8,70.19, , ,
320.9,70.19, , ,
321,70.19, , ,
321.1,70.19, , ,
321.2,70.19, , ,
321.3,70.19, , ,
321.4,70.19, , ,
321.5,70.19, , ,
321.6,70.19, , ,
321.7,70.19, , ,
321.8,70.19, , ,
321.9,70.19, , ,
322,70.19, , ,
322.1,70.19, , ,
322.2,70.19, , ,
322.3,70.19, , ,
322.4,70.19, , ,
322.5,70.19, , ,
322.6,70.19, , ,
322.7,70.19, , ,
322.8,70.19, , ,
322.9,70.19, , ,
323,70.19, , ,
323.1,70.19, , ,
323.2,70.19, , ,
323.3,70.19, , ,
323.4,70.19, , ,
323.5,70.19, , ,
323.6,70.19, , ,
323.7,70.19, , ,
323.8,70.19, , ,
323.9,70.19, , ,
324,70.19, , ,
324.1,70.19, , ,
324.2,70.19, , ,
324.3,70.19, , ,
324.4,70.19, , ,
324.5,70.19, , ,
324.6,70.19, , ,
324.7,70.19, , ,
324.8,70.19, , ,
324.9,70.19, , ,
325,70.19, , ,
325.1,70.19, , ,
325.2,70.19, , ,
325.3,70.19, , ,
325.4,70.19, , ,
325.5,70.19, , ,
325.6,70.19, , ,
325.7,70.19, , ,
325.8,70.19, , ,
325.9,70.19, , ,
326,70.19, , ,
326.1,70.19, , ,
326.2,70.19, , ,
326.3,70.19, , ,
326.4,70.19, , ,
326.5,70.19, , ,
326.6,70.19, , ,
326.7,70.19, , ,
326.8,70.19, , ,
326.9,70.25, , ,
327,70.25, , ,
327.1,70.25, , ,
327.2,70.25, , ,
327.3,70.25, , ,
327.4,70.25, , ,
327.5,70.19, , ,
327.6,70.19, , ,
327.7,70.19, , ,
327.8,70.19, , ,
327.9,70.19, , ,
328,70.19, , ,
328.1,70.25, , ,
328.2,70.25, , ,
328.3,70.25, , ,
328.4,70.25, , ,
328.5,70.25, , ,
328.6,70.25, , ,
328.7,70.25, , ,
328.8,70.25, , ,
328.9,70.25, , ,
329,70.25, , ,
329.1,70.25, , ,
329.2,70.25, , ,
329.3,70.19, , ,
329.4,70.19, , ,
329.5,70.19, , ,
329.6,70.19, , ,
329.7,70.19, , ,
329.8,70.19, , ,
329.9,70.25, , ,
330,70.25, , ,
330.1,70.25, , ,
330.2,70.25, , ,
330.3,70.25, , ,
330.4,70.25, , ,
330.5,70.25, , ,
330.6,70.25, , ,
330.7,70.25, , ,
330.8,70.25, , ,
330.9,70.25, , ,
331,70.25, , ,
331.1,70.25, , ,
331.2,70.25, , ,
331.3,70.25, , ,
331.4,70.25, , ,
331.5,70.25, , ,
331.6,70.25, , ,
331.7,70.25, , ,
331.8,70.25, , ,
331.9,70.25, , ,
332,70.25, , ,
332.1,70.25, , ,
332.2,70.25, , ,
332.3,70.25, , ,
332.4,70.25, , ,
332.5,70.25, , ,
332.6,70.25, , ,
332.7,70.25, , ,
332.8,70.25, , ,
332.9,70.25, , ,
333,70.25, , ,
333.1,70.25, , ,
333.2,70.25, , ,
333.3,70.25, , ,
333.4,70.25, , ,
333.5,70.25, , ,
333.6,70.25, , ,
333.7,70.25, , ,
333.8,70.25, , ,
333.9,70.25, , ,
334,70.25, , ,
334.1,70.25, , ,
334.2,70.25, , ,
334.3,70.25, , ,
334.4,70.25, , ,
334.5,70.25, , ,
334.6,70.25, , ,
334.7,70.25, , ,
334.8,70.25, , ,
334.9,70.25, , ,
335,70.25, , ,
335.1,70.25, , ,
335.2,70.25, , ,
335.3,70.31, , ,
335.4,70.31, , ,
335.5,70.31, , ,
335.6,70.31, , ,
335.7,70.31, , ,
335.8,70.31, , ,
335.9,70.31, , ,
336,70.31, , ,
336.1,70.31, , ,
336.2,70.31, , ,
336.3,70.31, , ,
336.4,70.31, , ,
336.5,70.31, , ,
336.6,70.31, , ,
336.7,70.31, , ,
336.8,70.31, , ,
336.9,70.31, , ,
337,70.31, , ,
337.1,70.31, , ,
337.2,70.31, , ,
337.3,70.31, , ,
337.4,70.31, , ,
337.5,70.31, , ,
337.6,70.31, , ,
337.7,70.31, , ,
337.8,70.31, , ,
337.9,70.31, , ,
338,70.31, , ,
338.1,70.31, , ,
338.2,70.31, , ,
338.3,70.31, , ,
338.4,70.31, , ,
338.5,70.31, , ,
338.6,70.31, , ,
338.7,70.31, , ,
338.8,70.31, , ,
338.9,70.37, , ,
339,70.37, , ,
339.1,70.37, , ,
339.2,70.37, , ,
339.3,70.37, , ,
339.4,70.37, , ,
339.5,70.37, , ,
339.6,70.37, , ,
339.7,70.37, , ,
339.8,70.37, , ,
339.9,70.37, , ,
340,70.37, , ,
340.1,70.31, , ,
340.2,70.31, , ,
340.3,70.31, , ,
340.4,70.31, , ,
340.5,70.31, , ,
340.6,70.31, , ,
340.7,70.37, , ,
340.8,70.37, , ,
340.9,70.37, , ,
341,70.37, , ,
341.1,70.37, , ,
341.2,70.37, , ,
341.3,70.37, , ,
341.4,70.37, , ,
341.5,70.37, , ,
341.6,70.37, , ,
341.7,70.37, , ,
341.8,70.37, , ,
341.9,70.37, , ,
342,70.37, , ,
342.1,70.37, , ,
342.2,70.37, , ,
342.3,70.37, , ,
342.4,70.37, , ,
342.5,70.37, , ,
342.6,70.37, , ,
342.7,70.37, , ,
342.8,70.37, , ,
342.9,70.37, , ,
343,70.37, , ,
343.1,70.37, , ,
343.2,70.37, , ,
343.3,70.37, , ,
343.4,70.37, , ,
343.5,70.37, , ,
343.6,70.37, , ,
343.7,70.44, , ,
343.8,70.44, , ,
343.9,70.44, , ,
344,70.44, , ,
344.1,70.44, , ,
344.2,70.44, , ,
344.3,70.44, , ,
344.4,70.44, , ,
344.5,70.44, , ,
344.6,70.44, , ,
344.7,70.44, , ,
344.8,70.44, , ,
344.9,70.44, , ,
345,70.44, , ,
345.1,70.44, , ,
345.2,70.44, , ,
345.3,70.44, , ,
345.4,70.44, , ,
345.5,70.44, , ,
345.6,70.44, , ,
345.7,70.44, , ,
345.8,70.44, , ,
345.9,70.44, , ,
346,70.44, , ,
346.1,70.44, , ,
346.2,70.44, , ,
346.3,70.44, , ,
346.4,70.44, , ,
346.5,70.44, , ,
346.6,70.44, , ,
346.7,70.44, , ,
346.8,70.44, , ,
346.9,70.44, , ,
347,70.44, , ,
347.1,70.44, , ,
347.2,70.44, , ,
347.3,70.5, , ,
347.4,70.5, , ,
347.5,70.5, , ,
347.6,70.5, , ,
347.7,70.5, , ,
347.8,70.5, , ,
347.9,70.5, , ,
348,70.5, , ,
348.1,70.5, , ,
348.2,70.5, , ,
348.3,70.5, , ,
348.4,70.5, , ,
348.5,70.5, , ,
348.6,70.5, , ,
348.7,70.5, , ,
348.8,70.5, , ,
348.9,70.5, , ,
349,70.5, , ,
349.1,70.5, , ,
349.2,70.5, , ,
349.3,70.5, , ,
349.4,70.5, , ,
349.5,70.5, , ,
349.6,70.5, , ,
349.7,70.5, , ,
349.8,70.5, , ,
349.9,70.5, , ,
350,70.5, , ,
350.1,70.5, , ,
350.2,70.5, , ,
350.3,70.56, , ,
350.4,70.56, , ,
350.5,70.56, , ,
350.6,70.56, , ,
350.7,70.56, , ,
350.8,70.56, , ,
350.9,70.56, , ,
351,70.56, , ,
351.1,70.56, , ,
351.2,70.56, , ,
351.3,70.56, , ,
351.4,70.56, , ,
351.5,70.62, , ,
351.6,70.62, , ,
351.7,70.62, , ,
